OBJECTID,TOID,ROADLABEL,DESCTERM,NATURE,TLRN_DATE,LAST_EDIT_DATE,Shape__Length
785398,4000000030404011,Hospital Bridge Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:46+00,24.1985813268473
785399,5000005135631607,Queens Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,15.0917613781014
785400,4000000030453212,Talgarth Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.7046999107246
785401,5000005102092232,Upper Richmond Road West,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,23.6006728798163
785402,4000000030225358,Lyttelton Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,80.3234352325721
785403,4000000030474538,Spur Road Roundabout,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,5.04439598642012
785404,4000000030334717,Croydon Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,32.8116440436531
785405,4000000030223442,Adelaide Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,40.4663028332002
785406,5000005133829094,North Circular Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,69.5882164748597
785407,5000005183632415,Whitechapel High Street,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,27.3474368064175
785408,5000005103538433,Vauxhall Bridge Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,53.8133163849363
785409,4000000030457977,Tweedy Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,10.1980391064052
785410,4000000030417705,Lewisham Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,23.4536240502215
785411,5000005223380890,Barking Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,82.3919084692791
785412,4000000030405675,Upper Richmond Road West,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,31.0644491404358
785413,4000000030139782,Edgware Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,128.307450305843
785414,4000000030359275,Angel Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,56.1059927429318
785415,4000000030422153,Woolwich Manor Way,A Road,Roundabout,19/04/2017,2022/01/21 15:31:43+00,22.3255092833596
785416,5000005162261595,Vauxhall Bridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,13.7996834191011
785417,4000000030215841,Warwick Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,70.7422825813573
785418,4000000030402584,Rosehill Roundabout,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,33.1209903239102
785419,4000000030451593,Harlington Road West,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,8.06225775060527
785420,4000000030700918,Uxbridge Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,26.7963344430435
785421,4000000030252986,Archway Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,71.2127171387705
785422,4000000031005419,Holloway Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,29.5789793722956
785423,5000005209157099,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,11.4393471876693
785424,5000005159044524,Clapham Common North Side,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,5.582973642313
785425,5000005223379727,Blackwall Tunnel,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,226.00428975546
785426,4000000030414327,Mitcham Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,13.0990195124824
785427,4000000030315647,Malden Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,40.7183517306338
785428,4000000030232733,Bromley Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,27.7609951005542
785429,4000000030416941,Bedford Road,B Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,32.4651514795618
785430,4000000030216163,Cromwell Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,40.2820798868266
785431,4000000030346752,Burdett Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,26.6515608058769
785432,4000000030239954,Old Kent Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,152.983299554893
785433,5000005256994253,Sevenoaks Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,29.7131744880235
785434,5000005168575499,Vauxhall Bridge Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,7.78822434453758
785435,5000005154041185,London Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,20.3870692920664
785436,4000000030452767,Huguenot Place,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,11.0453610172637
785437,4000000030096965,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,308.66563895364
785438,4000000030329090,Drury Way,B Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,35.7227682734143
785439,4000000030330140,Hendon Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,33.9749648749955
785440,4000000030475626,Butcher Row,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,4.51699900286159
785441,4000000031212343,Roehampton Lane,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,23.3182902542159
785442,5000005209157101,London Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,15.8062305683501
785443,4000000030473393,Upper Richmond Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,7.28538328544195
785444,4000000030242261,Rochester Way Relief Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,80.9542969780518
785445,4000000030256286,A12,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,118.390928891708
785446,4000000030160101,Eastern Avenue West,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,210.738355044009
785447,5000005212370978,Lordship Lane,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,17.8061803412003
785448,4000000030943648,Great Cambridge Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,16.5529454046513
785449,4000000030324911,Marylebone Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,43.9658958927015
785450,4000000030701124,Lee High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,39.7308250233658
785451,5000005261540519,Bromley Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,17.2543151818892
785452,4000000030346200,Shoreditch High Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,24.0058932710701
785453,4000000030347479,Rochester Way Relief Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:44+00,91.9506871142187
785454,5000005153546202,Poynders Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,80.2381309122203
785455,4000000030143108,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,33.5042520537043
785456,4000000030474141,North Circular Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,6.32455532078773
785457,4000000030419128,Farringdon Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,68.883966592716
785458,5000005141942226,Well Hall Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,16.5656157861341
785459,4000000030316803,Tooting High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,50.0827498045911
785460,4000000030100517,Royal Docks Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,229.735521487417
785461,4000000030356254,Blackstock Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,51.9132113543958
785462,4000000031045983,Eastern Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,58.0697391860531
785463,4000000030426411,A107,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,23.4520133994721
785464,4000000030457417,Streatham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,10.4403065078011
785465,4000000030235428,Thurlow Park Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,82.2982997427723
785466,5000005153388160,Albert Embankment,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,20.3331890027612
785467,4000000030102234,Angel Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,316.095973867403
785468,4000000030252743,Upper Clapton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,68.1856027035206
785469,4000000030148324,Sidcup Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,285.018843202826
785470,5000005265938906,Jamaica Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,158.446084823696
785471,4000000030701118,Commercial Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,40.5053975546929
785472,4000000030257871,Eastern Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,88.6481966773746
785473,4000000031066871,Tower Bridge Approach,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,7.61577598105504
785474,4000000030336143,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,86.3875452283474
785475,4000000030415976,Kentish Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,31.0438580581606
785476,4000000030458546,Bromley Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,14.7648230608997
785477,4000000031292447,Leatherhead Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,61.0239475840765
785478,4000000030416643,Atkins Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,27.8926513618166
785479,4000000030076535,Southend Arterial Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,948.444045564174
785480,4000000030337929,Sevenoaks Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,35.4706275917318
785481,4000000030253908,The Roundway,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,47.5570081473616
785482,4000000030215804,Warwick Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,79.1644107276445
785483,4000000030224723,Edgware Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,83.0745478626263
785484,4000000030214402,Elspeth Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,93.1255930078129
785485,5000005209370970,Brighton Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,12.5941251603112
785486,5000005155998296,Balham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,5.62233332382312
785487,5000005113887404,Clifford Avenue,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,14.0106531183969
785488,4000000030217451,Park Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,113.638306749247
785489,4000000030406654,Hanger Lane,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,22.388854605638
785490,4000000030778027,Purley Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,15.3384891707391
785491,4000000030100519,Royal Docks Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,285.952645420367
785492,4000000030317288,Great South West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,82.1940554109433
785493,4000000030359272,Angel Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,69.2905391267348
785494,4000000030157116,Southend Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,290.191669319549
785495,4000000030339938,Clapham Common South Side,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,42.4700174942771
785496,5000005155998320,Tooting High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,10.7261199870287
785497,5000005109130798,East India Dock Road Tunnel,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,20.0079266795586
785498,5000005206506866,Kew Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,24.1750589128039
785499,4000000030241906,Westhorne Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,84.2911620688998
785500,4000000030463111,Rectory Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,9.06881254414114
785501,5000005212592299,Leatherhead Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,17.2785796955829
785502,4000000030425416,City Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,33.7259118062192
785503,4000000030103467,Ripple Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,296.193312487354
785504,4000000030418201,Newington Butts,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,34.7962377735757
785505,4000000030100036,Sidcup Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,366.445722627359
785506,4000000030358425,Great Cambridge Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:43+00,41.871229523127
785507,5000005256800405,Gloucester Place,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,94.220036076393
785508,5000005126840082,Ruislip Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,64.4648309782202
785509,4000000030339933,Clapham Common South Side,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,64.8857294635124
785510,4000000030357173,Stoke Newington Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,40.0124980505491
785511,4000000030236613,Stanstead Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,52.252760093828
785512,4000000030318346,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,44.5888473614429
785513,4000000030320563,Kew Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,36.5435454967166
785514,4000000030335149,Barclay Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,25.2004318246743
785515,4000000030420406,Aspen Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,24.1867732465536
785516,4000000031296173,Queens Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,61.5604664422595
785517,4000000030205418,Hook Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,80.4949322518171
785518,4000000030096881,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,255.917431437752
785519,4000000031039042,Brighton Road,Unknown,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,23.8653354067291
785520,4000000030142179,Purley Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,95.1153938858457
785521,5000005131025481,Stonecot Hill,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,33.0223851428835
785522,5000005132685824,Peckham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,9.85308119323682
785523,4000000030344782,King's Cross Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,26.925824035813
785524,4000000030420650,Eltham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,21.8403296680414
785525,4000000031151662,Clifford Avenue,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,10.7493397464101
785526,4000000031063298,Euston Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,9.12510525745987
785527,4000000031078103,Purley Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,12.8079988423972
785528,5000005153546224,Poynders Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,42.6075223764259
785529,5000005286997642,Hampstead Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,205.088583081973
785530,4000000030361627,Eastern Avenue,A Road,Roundabout,19/04/2017,2022/01/21 15:31:46+00,43.3828242757021
785531,5000005212374912,The Roundway,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,22.4060019838224
785532,4000000030342604,Duke Of Wellington Place,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,61.408844219097
785533,4000000030133692,Kingston Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,192.766934841412
785534,4000000030355197,Camden Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,51.0000000003338
785535,4000000030472960,Robin Hood Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,8.05681660711781
785536,4000000030417166,Brixton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,25.019992005078
785537,4000000030258015,Southend Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,68.3520299628264
785538,4000000030479582,Commercial Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,3.8634368119967
785539,4000000030457824,Farnborough Common,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,16.6433169773958
785540,4000000030455248,North Circular Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,10.4403065561504
785541,4000000030347153,Sidcup Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,28.4607155296807
785542,4000000030416720,Christchurch Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,17.0652929559695
785543,5000005205511311,Ewell Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,9.55611867443934
785544,5000005169365991,Mile End Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,47.8872777179229
785545,4000000030099844,New Kent Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,196.170997117184
785546,4000000031066870,Tower Hill,A Road,Slip Road,19/04/2017,2022/01/21 15:31:47+00,30.0846356119654
785547,4000000030320700,Upper Richmond Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,32.8871599570421
785548,4000000030329508,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:44+00,61.903274334854
785549,5000005265938823,Rotherhithe Tunnel,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,60.4390481515378
785550,5000005224823220,East Cross Route,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,26.9464252176474
785551,5000005277026775,Camden Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:46+00,18.1545186318359
785552,5000005284920683,Upper Richmond Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,23.7664309818665
785553,5000005286711158,Battersea Park Road,A Road,Traffic Island Link At Junction,,2022/01/21 15:31:47+00,21.3256975477317
